CDS;ERR2036629;ERR2036630;ERR2036631;ERR2036632;ERR2036633
CMHJGECF_01272;175;107;985;951;123
CMHJGECF_01273;367;285;2357;2424;348
CMHJGECF_01274;125;81;1021;1022;130
CMHJGECF_01275;68;47;570;478;65
CMHJGECF_01276;513;290;3733;3429;487
CMHJGECF_01277;170;95;1366;1115;175
CMHJGECF_01278;218;148;1961;1767;207
CMHJGECF_01279;251;180;1753;1530;165
CMHJGECF_01280;32;30;260;315;35
CMHJGECF_01281;107;95;1038;1038;114
CMHJGECF_01282;3;9;98;135;2
CMHJGECF_01283;304;117;41393;28944;261
CMHJGECF_01284;20;16;611;617;26
CMHJGECF_01285;172;104;1182;965;152
CMHJGECF_01286;177;94;749;736;87
CMHJGECF_01287;436;262;2944;2625;329
CMHJGECF_01288;179;78;994;707;106
CMHJGECF_01289;374;182;2769;2198;317
CMHJGECF_01290;240;112;1696;1399;158
CMHJGECF_01291;718;249;4574;3355;438
CMHJGECF_01292;336;273;3638;3080;292
CMHJGECF_01293;111;55;1339;1187;70
CMHJGECF_01294;18;25;417;344;25
CMHJGECF_01295;60;35;995;828;41
CMHJGECF_01296;53;30;671;520;43
CMHJGECF_01297;17;22;280;253;23
CMHJGECF_01298;10;22;406;608;11
CMHJGECF_01299;8;9;118;210;10
CMHJGECF_01300;5;8;138;165;9
CMHJGECF_01301;143;123;1473;1503;161
CMHJGECF_01302;5;8;61;63;9
CMHJGECF_01303;27;16;247;266;24
CMHJGECF_01304;107;70;767;630;68
CMHJGECF_01305;31;16;212;234;21
CMHJGECF_01306;42;17;278;269;24
CMHJGECF_01307;174;110;1112;925;118
CMHJGECF_01308;14;21;158;165;11
CMHJGECF_01309;138;106;927;836;109
CMHJGECF_01310;219;136;1746;1337;132
CMHJGECF_01311;79;44;787;663;65
CMHJGECF_01312;11;12;189;233;16
CMHJGECF_01313;45;26;455;473;49
CMHJGECF_01314;394;222;2981;2457;240
CMHJGECF_01315;557;343;5321;4537;403
CMHJGECF_01316;300;188;2273;1791;247
CMHJGECF_01317;18;7;191;217;16
CMHJGECF_01318;155;105;1114;1281;144
CMHJGECF_01319;96;50;657;582;64
CMHJGECF_01320;294;202;1893;1523;247
CMHJGECF_01322;1234;979;7536;8383;1097
CMHJGECF_01323;272;273;2420;2907;304
CMHJGECF_01324;301;229;2628;2618;279
CMHJGECF_01325;335;235;2186;1729;300
CMHJGECF_01326;252;191;2293;2288;225
CMHJGECF_01327;273;184;1930;1795;192
CMHJGECF_01328;387;342;3093;3030;383
CMHJGECF_01329;521;445;4527;4378;541
CMHJGECF_01330;2;4;72;119;5
CMHJGECF_01331;1128;860;10211;6782;1227
CMHJGECF_01332;94;78;713;779;61
CMHJGECF_01333;348;286;2922;2403;326
CMHJGECF_01334;179;136;1352;1300;183
CMHJGECF_01335;81;60;533;777;65
CMHJGECF_01336;403;201;2916;2491;260
CMHJGECF_01337;120;74;560;473;105
CMHJGECF_01338;65;42;355;346;45
CMHJGECF_01339;107;47;588;488;74
CMHJGECF_01340;109;80;977;1002;93
CMHJGECF_01341;587;390;4179;3020;357
CMHJGECF_01342;301;149;1696;1287;248
CMHJGECF_01343;86;59;475;478;61
CMHJGECF_01344;209;172;1908;1736;154
CMHJGECF_01345;355;228;2139;2052;320
CMHJGECF_01346;108;97;1134;1163;120
CMHJGECF_01347;129;82;802;872;114
CMHJGECF_01348;4567;2656;14508;12459;2197
CMHJGECF_01349;187;114;1346;1156;151
CMHJGECF_01350;326;218;2563;2407;270
CMHJGECF_01351;653;367;3900;2925;511
CMHJGECF_01352;65;34;256;247;45
CMHJGECF_01353;53;30;348;233;45
CMHJGECF_01354;78;41;562;570;68
CMHJGECF_01355;130;79;1336;1147;76
CMHJGECF_01356;77;67;601;594;66
CMHJGECF_01357;20;23;226;210;24
CMHJGECF_01358;80;67;763;649;84
CMHJGECF_01359;261;150;1498;1340;186
CMHJGECF_01360;244;171;1732;1617;232
CMHJGECF_01361;255;167;1773;1670;248
CMHJGECF_01362;50;34;639;499;32
CMHJGECF_01363;141;93;1111;822;97
CMHJGECF_01364;109;69;779;658;87
CMHJGECF_01365;279;178;1655;1206;186
CMHJGECF_01366;87;70;502;479;81
CMHJGECF_01367;8;6;129;197;18
CMHJGECF_01368;76;47;566;615;70
CMHJGECF_01369;75;43;793;807;80
CMHJGECF_01370;83;74;690;544;91
CMHJGECF_01371;172;144;1364;1155;159
CMHJGECF_01372;19;22;184;305;19
CMHJGECF_01373;283;238;2262;2629;300
CMHJGECF_01374;89;78;481;472;83
CMHJGECF_01375;228;179;1166;1441;235
CMHJGECF_01376;268;254;1969;2454;268
CMHJGECF_01377;273;210;1362;1681;231
CMHJGECF_01378;98;57;721;857;109
CMHJGECF_01379;73;44;626;701;69
CMHJGECF_01380;202;138;1573;1348;164
CMHJGECF_01381;85;68;666;642;77
CMHJGECF_01382;149;124;1133;1595;140
CMHJGECF_01383;61;47;560;515;53
CMHJGECF_01384;86;59;707;843;79
CMHJGECF_01385;31;27;236;258;37
CMHJGECF_01386;216;174;1200;1169;203
CMHJGECF_01387;140;136;775;1326;147
CMHJGECF_01388;136;142;842;1010;138
CMHJGECF_01389;187;101;878;896;119
CMHJGECF_01390;105;81;661;553;99
CMHJGECF_01391;257;217;1533;1608;230
CMHJGECF_01392;170;144;777;796;145
CMHJGECF_01393;300;186;1070;898;284
CMHJGECF_01394;528;323;2226;2356;365
CMHJGECF_01395;856;826;5926;6844;1018
CMHJGECF_01397;2654;2279;34288;32804;2523
CMHJGECF_01398;24;17;259;468;15
CMHJGECF_01399;46;42;492;466;58
CMHJGECF_01400;37;26;281;230;30
CMHJGECF_01401;49;44;525;629;75
CMHJGECF_01402;75;61;749;810;60
CMHJGECF_01403;87;52;755;729;76
CMHJGECF_01404;57;49;1028;804;65
CMHJGECF_01405;36;49;565;494;58
CMHJGECF_01406;58;43;507;537;63
CMHJGECF_01407;25;17;199;174;35
CMHJGECF_01408;443;139;1171;866;234
CMHJGECF_01409;539;201;1734;1313;255
CMHJGECF_01410;282;138;543;692;137
CMHJGECF_01411;50;27;232;299;28
CMHJGECF_01412;12;8;139;94;7
CMHJGECF_01413;177;166;1610;1499;188
CMHJGECF_01414;24;18;344;288;38
CMHJGECF_01415;12;13;119;160;10
CMHJGECF_01416;21;24;205;208;17
CMHJGECF_01417;187;139;1587;1334;153
CMHJGECF_01418;31;29;231;210;30
CMHJGECF_01419;148;102;1017;887;113
CMHJGECF_01420;42;23;184;251;38
CMHJGECF_01421;41;44;728;600;34
CMHJGECF_01422;436;292;6197;4350;381
CMHJGECF_01423;1332;714;16604;12046;975
CMHJGECF_01424;34;25;268;279;33
CMHJGECF_01425;17;6;122;137;14
CMHJGECF_01426;91;73;530;482;78
CMHJGECF_01427;23;8;83;139;10
CMHJGECF_01428;2;0;2;9;0
CMHJGECF_01429;4;1;27;27;4
CMHJGECF_01430;12;13;111;146;26
CMHJGECF_01431;42;18;229;228;30
CMHJGECF_01432;2;4;91;115;5
CMHJGECF_01433;370;190;2834;1799;241
CMHJGECF_01434;12;12;129;79;9
CMHJGECF_01435;5;3;76;90;1
CMHJGECF_01436;46;29;299;233;41
CMHJGECF_01437;13;5;120;98;3
CMHJGECF_01438;11;8;75;49;7
CMHJGECF_01439;24;11;182;165;10
CMHJGECF_01440;13;11;135;64;9
CMHJGECF_01441;36;18;167;111;17
CMHJGECF_01442;90;56;549;403;62
CMHJGECF_01443;5;3;19;34;1
CMHJGECF_01444;6;5;55;33;2
CMHJGECF_01445;8;5;79;37;3
CMHJGECF_01446;18;13;168;121;15
CMHJGECF_01447;143;92;955;574;109
CMHJGECF_01448;128;51;983;727;100
CMHJGECF_01449;13;19;281;268;21
CMHJGECF_01450;0;0;20;27;2
CMHJGECF_01451;34;19;180;129;35
CMHJGECF_01452;94;75;672;860;83
CMHJGECF_01453;91;85;860;664;67
CMHJGECF_01454;222;183;1945;1464;188
CMHJGECF_01455;110;60;663;356;72
CMHJGECF_01456;59;37;580;556;54
CMHJGECF_01457;17;20;209;232;30
CMHJGECF_01458;24;17;159;163;20
CMHJGECF_01459;88;64;533;463;108
CMHJGECF_01460;53;44;426;467;30
CMHJGECF_01461;72;50;457;372;44
CMHJGECF_01462;308;233;4118;3911;220
CMHJGECF_01463;121;79;587;416;68
CMHJGECF_01464;22;21;180;210;24
CMHJGECF_01465;283;207;2439;2332;316
CMHJGECF_01466;27;24;327;224;20
CMHJGECF_01467;719;176;5610;3831;321
CMHJGECF_01468;621;226;5567;4223;267
CMHJGECF_01469;188;96;1667;1206;90
CMHJGECF_01470;117;55;1067;848;57
CMHJGECF_01471;113;58;1214;794;45
CMHJGECF_01472;331;147;2413;1597;177
CMHJGECF_01473;273;164;2462;1970;135
CMHJGECF_01474;20;13;189;239;20
CMHJGECF_01475;9;9;78;132;0
CMHJGECF_01476;47;29;305;206;19
CMHJGECF_01477;26;43;336;634;44
CMHJGECF_01478;26;16;277;312;27
CMHJGECF_01479;11;5;106;102;6
CMHJGECF_01480;3;4;58;82;3
CMHJGECF_01481;3;6;31;60;11
CMHJGECF_01482;25;15;218;184;30
CMHJGECF_01483;6;8;113;197;8
CMHJGECF_01484;1;1;5;17;0
CMHJGECF_01485;9;4;50;124;3
CMHJGECF_01486;8;4;113;133;8
CMHJGECF_01487;20;12;173;190;11
CMHJGECF_01488;2;2;19;21;0
CMHJGECF_01489;8;8;81;78;7
CMHJGECF_01490;0;1;17;17;0
CMHJGECF_01491;4;0;37;38;6
CMHJGECF_01492;4;8;105;108;11
CMHJGECF_01493;2;1;14;9;0
CMHJGECF_01494;4;9;110;72;2
CMHJGECF_01495;8;3;121;96;4
CMHJGECF_01496;13;7;195;149;9
CMHJGECF_01497;23;7;218;120;14
CMHJGECF_01498;46;30;426;308;16
CMHJGECF_01499;3;4;33;20;3
CMHJGECF_01500;12;8;120;100;13
CMHJGECF_01501;0;1;11;1;0
CMHJGECF_01502;9;6;48;55;8
CMHJGECF_01503;3;9;47;64;3
CMHJGECF_01504;0;3;11;9;0
CMHJGECF_01505;3;4;5;15;1
CMHJGECF_01506;0;0;2;0;0
CMHJGECF_01507;2;3;50;34;3
CMHJGECF_01508;3;1;6;16;0
CMHJGECF_01509;0;0;3;0;0
CMHJGECF_01510;1;0;4;2;2
CMHJGECF_01511;4;1;6;9;0
CMHJGECF_01512;1;1;2;9;0
CMHJGECF_01513;0;0;1;2;0
CMHJGECF_01514;3;3;34;24;2
CMHJGECF_01515;4;2;21;10;3
CMHJGECF_01516;1;0;16;10;0
CMHJGECF_01517;0;0;12;7;0
CMHJGECF_01518;4;1;82;66;2
CMHJGECF_01519;0;0;3;2;0
CMHJGECF_01520;5;3;62;35;2
CMHJGECF_01521;0;0;16;5;1
CMHJGECF_01522;1;0;6;3;1
CMHJGECF_01523;0;1;15;15;1
CMHJGECF_01524;5;2;64;33;2
CMHJGECF_01525;6;2;46;36;4
CMHJGECF_01526;8;4;67;48;6
CMHJGECF_01527;0;1;15;7;2
CMHJGECF_01528;9;6;47;39;2
CMHJGECF_01529;15;5;42;39;4
CMHJGECF_01530;2;1;16;18;0
CMHJGECF_01531;49;20;235;278;34
CMHJGECF_01532;62;14;683;512;25
CMHJGECF_01533;4;2;50;51;0
CMHJGECF_01534;42;15;442;216;20
CMHJGECF_01535;9;5;109;66;4
CMHJGECF_01536;4;14;162;181;12
CMHJGECF_01537;47;43;353;351;46
CMHJGECF_01538;42;43;556;559;48
CMHJGECF_01539;53;40;533;472;59
CMHJGECF_01540;566;485;4645;6169;548
CMHJGECF_01541;41;43;185;253;35
CMHJGECF_01542;19;11;125;134;17
CMHJGECF_01543;28;17;268;404;23
CMHJGECF_01544;291;207;1938;2347;281
CMHJGECF_01545;8;6;105;91;8
CMHJGECF_01546;7;8;68;45;8
CMHJGECF_01547;0;0;10;10;1
CMHJGECF_01548;8;1;103;77;15
CMHJGECF_01549;1;1;0;3;3
CMHJGECF_01550;176;133;1013;1187;176
CMHJGECF_01551;172;114;695;794;131
CMHJGECF_01552;317;133;1606;1689;254
CMHJGECF_01553;78;55;397;512;62
CMHJGECF_01554;32;17;205;171;22
CMHJGECF_01555;140;85;725;700;119
CMHJGECF_01556;42;37;373;424;28
CMHJGECF_01557;6;13;38;48;18
CMHJGECF_01558;44;41;307;300;62
CMHJGECF_01559;55;33;417;466;63
CMHJGECF_01560;72;42;295;338;55
CMHJGECF_01561;11;6;46;28;7
CMHJGECF_01562;9;4;70;37;6
CMHJGECF_01563;78;46;434;460;55
CMHJGECF_01564;14;5;42;58;8
CMHJGECF_01565;3;4;17;19;2
CMHJGECF_01566;141;97;987;1127;119
CMHJGECF_01567;63;47;480;420;71
CMHJGECF_01568;42;17;199;236;22
CMHJGECF_01569;12;11;115;136;23
CMHJGECF_01570;29;11;165;167;24
CMHJGECF_01571;25;13;142;119;23
CMHJGECF_01572;50;25;255;202;47
CMHJGECF_01573;8;7;32;57;7
CMHJGECF_01574;10;5;54;65;8
CMHJGECF_01575;4;3;19;31;7
CMHJGECF_01576;13;6;56;105;8
CMHJGECF_01577;1;0;2;0;0
CMHJGECF_01578;2;1;16;31;3
CMHJGECF_01579;22;12;74;174;15
CMHJGECF_01580;373;280;3528;2835;249
CMHJGECF_01581;261;232;2219;2534;284
CMHJGECF_01582;9;4;49;28;10
CMHJGECF_01583;89;65;511;676;72
CMHJGECF_01584;1;1;10;12;1
CMHJGECF_01585;13;16;98;161;16
CMHJGECF_01586;31;29;224;221;33
CMHJGECF_01587;13;14;124;114;21
CMHJGECF_01588;20;22;140;179;39
CMHJGECF_01589;36;26;272;184;41
CMHJGECF_01590;55;31;399;465;47
CMHJGECF_01591;56;38;348;334;53
CMHJGECF_01592;3;1;36;18;7
CMHJGECF_01593;15;6;62;43;3
CMHJGECF_01594;14;1;53;32;6
CMHJGECF_01595;7;6;65;26;6
CMHJGECF_01596;11;3;40;58;6
CMHJGECF_01597;60;35;274;311;34
CMHJGECF_01598;245;168;1765;2122;208
CMHJGECF_01599;26;14;198;203;18
CMHJGECF_01600;43;31;343;309;31
CMHJGECF_01601;9;13;121;142;21
CMHJGECF_01602;40;29;311;398;29
CMHJGECF_01603;50;27;267;276;23
CMHJGECF_01604;7;8;110;159;4
CMHJGECF_01605;8;6;36;72;8
CMHJGECF_01606;1;0;2;1;1
CMHJGECF_01607;17;13;135;124;14
CMHJGECF_01608;21;29;625;848;41
CMHJGECF_01609;311;215;5452;5332;281
CMHJGECF_01610;76;55;500;420;72
CMHJGECF_01611;81;68;797;841;68
CMHJGECF_01612;197;167;1462;1920;182
CMHJGECF_01613;12;14;146;140;6
CMHJGECF_01614;6;2;75;101;8
CMHJGECF_01615;179;90;743;685;116
CMHJGECF_01616;21;9;124;124;20
CMHJGECF_01617;27;42;281;294;51
CMHJGECF_01618;56;40;319;346;55
CMHJGECF_01619;1;0;1;6;0
CMHJGECF_01620;2;0;5;17;0
CMHJGECF_01621;2;3;19;22;2
CMHJGECF_01622;9;6;57;56;7
CMHJGECF_01623;87;42;395;307;56
CMHJGECF_01624;13;6;60;66;13
CMHJGECF_01625;17;12;127;123;10
CMHJGECF_01626;1;10;47;57;1
CMHJGECF_01627;20;23;134;153;22
CMHJGECF_01628;14;8;49;71;5
CMHJGECF_01629;372;316;2830;2835;382
CMHJGECF_01630;11;15;190;152;17
CMHJGECF_01631;9;7;99;110;8
CMHJGECF_01632;2;1;15;29;5
CMHJGECF_01633;4;3;50;59;10
CMHJGECF_01634;29;34;251;219;31
CMHJGECF_01635;109;93;1963;2823;124
CMHJGECF_01636;681;478;4243;3649;512
CMHJGECF_01637;148;106;1849;1788;177
CMHJGECF_01638;90;60;1058;1394;84
CMHJGECF_01639;460;299;4305;4423;398
CMHJGECF_01640;74;46;309;274;59
CMHJGECF_01641;12;10;132;129;16
CMHJGECF_01642;5;1;22;35;2
CMHJGECF_01643;82;73;669;599;115
CMHJGECF_01644;204;138;2323;3264;207
CMHJGECF_01645;1040;565;7600;6931;922
CMHJGECF_01646;66;48;423;557;63
CMHJGECF_01647;15;9;125;134;8
CMHJGECF_01648;17;10;150;123;19
CMHJGECF_01649;0;0;4;16;4
CMHJGECF_01650;7;4;61;45;7
CMHJGECF_01651;65;55;538;476;59
CMHJGECF_01652;53;34;425;419;51
CMHJGECF_01653;63;64;465;505;71
CMHJGECF_01654;85;78;884;980;117
CMHJGECF_01655;107;61;604;516;87
CMHJGECF_01656;181;187;1192;1599;203
CMHJGECF_01657;78;37;402;415;52
CMHJGECF_01658;92;60;336;365;73
CMHJGECF_01659;12;11;134;175;10
CMHJGECF_01660;72;49;588;775;74
CMHJGECF_01661;1367;1255;8723;13879;1275
CMHJGECF_01662;2;0;16;19;1
CMHJGECF_01663;286;201;1042;832;272
CMHJGECF_01664;50;52;392;301;65
CMHJGECF_01665;108;88;848;976;89
CMHJGECF_01666;21;21;165;155;29
CMHJGECF_01667;11;5;89;96;8
CMHJGECF_01668;135;108;1198;1253;170
CMHJGECF_01669;139;87;905;1097;101
CMHJGECF_01670;1443;1098;15059;13170;1344
CMHJGECF_01671;8;6;75;70;7
CMHJGECF_01672;45;48;526;635;45
CMHJGECF_01673;65;63;777;991;65
CMHJGECF_01674;41;40;606;634;54
CMHJGECF_01675;151;148;1381;1687;142
CMHJGECF_01676;99;77;367;555;68
CMHJGECF_01677;85;86;786;828;70
CMHJGECF_01678;619;421;5290;6396;533
CMHJGECF_01679;286;182;1921;1961;266
CMHJGECF_01680;91;69;441;527;75
CMHJGECF_01681;2;2;18;19;3
CMHJGECF_01682;24;10;182;129;15
CMHJGECF_01683;2;2;24;23;3
CMHJGECF_01684;15;12;119;105;15
CMHJGECF_01685;8;4;56;78;9
CMHJGECF_01686;15;8;70;61;6
CMHJGECF_01687;97;69;892;973;89
CMHJGECF_01688;36;25;369;401;43
CMHJGECF_01689;89;52;620;636;71
CMHJGECF_01690;14;13;101;112;10
CMHJGECF_01691;54;39;462;383;38
CMHJGECF_01692;35;32;325;363;29
CMHJGECF_01693;76;47;608;424;53
CMHJGECF_01694;4;1;54;120;7
CMHJGECF_01695;52;24;257;272;38
CMHJGECF_01696;274;208;1527;1650;213
CMHJGECF_01697;3;2;35;35;4
CMHJGECF_01698;1001;727;6554;6818;1010
CMHJGECF_01699;6093;3043;26280;20478;4193
CMHJGECF_01700;291;154;990;808;189
CMHJGECF_01701;256;201;1568;1359;231
CMHJGECF_01702;269;192;1686;1778;225
CMHJGECF_01703;510;304;3644;3093;460
CMHJGECF_01704;63;23;21;21;51
CMHJGECF_01705;165;130;43;47;157
CMHJGECF_01706;48;24;14;9;34
CMHJGECF_01707;4;5;8;6;3
CMHJGECF_01708;42;33;22;25;61
CMHJGECF_01709;79;60;267;350;82
CMHJGECF_01710;172;108;1241;1182;116
CMHJGECF_01711;73;89;703;773;64
CMHJGECF_01712;178;116;1193;1059;139
CMHJGECF_01713;65;36;351;464;64
CMHJGECF_01714;154;110;1393;1528;150
CMHJGECF_01715;457;316;2869;2764;348
CMHJGECF_01716;906;480;6600;5736;807
CMHJGECF_01717;123;76;1229;1420;123
CMHJGECF_01718;185;178;2177;2225;202
CMHJGECF_01719;185;79;1855;1761;98
CMHJGECF_01720;180;103;1985;1876;122
CMHJGECF_01721;418;181;5817;4865;188
CMHJGECF_01722;411;235;5216;4485;262
CMHJGECF_01723;281;117;2584;2436;164
CMHJGECF_01724;141;56;2069;1947;80
CMHJGECF_01725;302;144;4829;4812;156
CMHJGECF_01726;80;65;766;1081;83
CMHJGECF_01727;550;410;4624;3904;482
CMHJGECF_01728;1298;825;11012;10274;1095
CMHJGECF_01729;1297;835;11806;10393;1232
CMHJGECF_01730;239;188;2786;3728;229
CMHJGECF_01731;381;220;2029;1620;351
CMHJGECF_01732;42;12;171;136;19
CMHJGECF_01733;196;146;1148;1129;187
CMHJGECF_01734;394;270;2847;2798;357
CMHJGECF_01735;31;30;421;359;36
CMHJGECF_01736;97;105;1235;1079;119
CMHJGECF_01737;8356;6748;67795;78535;8245
CMHJGECF_01738;1752;854;4466;6006;941
CMHJGECF_01739;233;183;1743;1615;202
CMHJGECF_01740;2395;1035;15776;13125;2122
CMHJGECF_01741;119;53;729;1181;108
CMHJGECF_01742;256;209;2590;3790;269
CMHJGECF_01743;668;644;12051;12582;784
CMHJGECF_01744;15;15;4274;3638;11
CMHJGECF_01745;18;6;2733;1912;23
CMHJGECF_01746;90;45;5782;4572;65
CMHJGECF_01747;30;17;1813;1498;37
CMHJGECF_01748;40;31;3036;3104;19
CMHJGECF_01749;17;11;1460;1306;11
CMHJGECF_01750;115;75;972;859;86
CMHJGECF_01751;19;7;93;73;5
CMHJGECF_01752;21;10;179;165;23
CMHJGECF_01753;10;5;82;69;20
CMHJGECF_01754;20;12;301;224;9
CMHJGECF_01755;790;394;4831;4627;623
CMHJGECF_01757;643;505;5244;6051;592
CMHJGECF_01758;402;261;3359;3749;348
CMHJGECF_01759;251;201;1444;1616;283
CMHJGECF_01760;474;327;2843;2758;402
CMHJGECF_01761;428;242;3414;2582;373
CMHJGECF_01762;160;126;1433;1614;176
CMHJGECF_01763;401;343;4403;5042;398
CMHJGECF_01764;555;315;2947;3011;398
CMHJGECF_01765;555;352;4433;4404;510
CMHJGECF_01766;87;95;660;678;125
CMHJGECF_01767;746;548;3726;2913;699
CMHJGECF_01770;74;50;239;296;45
CMHJGECF_01771;178;107;1048;937;149
CMHJGECF_01772;28;16;180;120;23
CMHJGECF_01773;39;25;321;264;35
CMHJGECF_01774;71;85;532;641;82
CMHJGECF_01775;458;291;2458;2593;406
CMHJGECF_01776;535;468;4289;4745;609
CMHJGECF_01777;82;80;874;955;71
CMHJGECF_01778;515;387;2892;2904;453
CMHJGECF_01779;186;167;1708;1975;195
CMHJGECF_01780;395;271;2261;2339;347
CMHJGECF_01781;361;189;1685;2001;297
CMHJGECF_01782;843;653;4348;5157;787
CMHJGECF_01783;296;192;1512;1412;261
CMHJGECF_01784;168;135;1224;1808;150
CMHJGECF_01785;439;313;2833;3282;428
CMHJGECF_01786;1331;961;7075;6497;1201
CMHJGECF_01787;659;475;3370;3767;645
CMHJGECF_01788;428;299;2826;2788;401
CMHJGECF_01789;213;183;968;1258;211
CMHJGECF_01790;243;194;2928;2846;295
CMHJGECF_01791;6;14;224;351;8
CMHJGECF_01792;77;58;632;512;65
CMHJGECF_01793;139;116;944;1104;128
CMHJGECF_01794;22;21;201;190;27
CMHJGECF_01795;100;67;1024;1279;122
CMHJGECF_01796;856;587;5932;6348;838
CMHJGECF_01797;276;197;2023;1949;223
CMHJGECF_01798;377;267;2922;3525;334
CMHJGECF_01799;65;70;706;773;76
CMHJGECF_01800;1189;975;8982;10844;1178
CMHJGECF_01801;694;507;5589;4199;763
CMHJGECF_01802;89;84;844;889;117
CMHJGECF_01803;195;180;1413;1355;200
CMHJGECF_01804;403;333;3000;2973;394
CMHJGECF_01805;789;525;5182;4787;744
CMHJGECF_01806;1888;1389;10878;11594;1823
CMHJGECF_01807;71;53;716;881;78
CMHJGECF_01808;421;217;2451;2599;380
CMHJGECF_01809;314;205;1926;1945;283
CMHJGECF_01810;254;165;1249;1442;234
CMHJGECF_01811;723;463;3755;3697;688
CMHJGECF_01812;1614;1289;12684;14482;1497
CMHJGECF_01813;23362;11369;177270;159715;19622
CMHJGECF_01814;1721;887;17826;21837;1395
CMHJGECF_01815;2205;1775;12631;12831;2063
CMHJGECF_01816;54;47;404;518;58
CMHJGECF_01817;64;44;478;338;50
CMHJGECF_01818;306;204;1614;1837;288
CMHJGECF_01819;310;161;1599;1768;267
CMHJGECF_01820;594;472;4823;5098;588
CMHJGECF_01821;299;202;2196;2463;259
CMHJGECF_01822;143;101;901;1090;133
CMHJGECF_01823;773;610;5110;6563;760
CMHJGECF_01824;727;583;4273;4774;669
CMHJGECF_01825;2480;2313;13641;14285;2580
CMHJGECF_01826;326;155;1413;1384;232
CMHJGECF_01827;165;79;824;703;125
CMHJGECF_01828;187;142;1498;1915;204
CMHJGECF_01829;121;113;819;949;163
CMHJGECF_01830;312;213;1941;1668;310
CMHJGECF_01831;416;280;2062;2111;348
CMHJGECF_01832;338;271;3527;3770;358
CMHJGECF_01833;103;76;1730;1875;78
CMHJGECF_01834;977;589;7947;7638;907
CMHJGECF_01835;345;283;2418;2537;389
CMHJGECF_01836;48;55;355;534;55
CMHJGECF_01837;310;221;2414;2531;283
CMHJGECF_01838;229;192;1918;1264;257
CMHJGECF_01839;18;12;166;113;20
CMHJGECF_01840;159;88;812;976;114
CMHJGECF_01841;382;213;2285;2364;342
CMHJGECF_01842;249;123;1768;2058;202
CMHJGECF_01843;342;227;1301;1183;249
CMHJGECF_01844;529;394;3145;3245;552
CMHJGECF_01845;565;496;4869;5688;554
CMHJGECF_01846;274;217;2252;2474;264
CMHJGECF_01847;8;5;84;121;4
CMHJGECF_01848;142;75;743;696;111
CMHJGECF_01849;319;231;3000;3280;300
CMHJGECF_01850;60;58;623;856;59
CMHJGECF_01851;161;117;2015;1973;146
CMHJGECF_01852;665;436;5234;5017;578
CMHJGECF_01853;117;139;1992;3311;120
CMHJGECF_01854;2439;1762;14183;15144;2212
CMHJGECF_01855;549;534;4025;5194;624
CMHJGECF_01856;191;182;1750;2111;184
CMHJGECF_01857;65;38;415;372;61
CMHJGECF_01858;22;26;308;562;28
CMHJGECF_01859;1794;1140;9523;11932;1435
CMHJGECF_01860;1654;1160;9897;10987;1511
CMHJGECF_01861;462;436;2880;3225;468
CMHJGECF_01862;388;222;2379;2448;317
CMHJGECF_01863;592;401;3008;3551;513
CMHJGECF_01865;849;526;4918;4318;714
CMHJGECF_01866;512;322;2006;2633;420
CMHJGECF_01867;215;119;911;1073;164
CMHJGECF_01868;166;131;1322;1368;160
CMHJGECF_01869;725;486;6843;5752;695
CMHJGECF_01870;281;207;2597;2526;315
CMHJGECF_01871;337;202;2215;2320;290
CMHJGECF_01872;128;52;478;458;109
CMHJGECF_01873;186;129;1124;1341;165
CMHJGECF_01874;212;151;1749;1542;188
CMHJGECF_01875;92;87;774;991;80
CMHJGECF_01876;487;280;4528;3735;446
CMHJGECF_01877;245;205;2913;2932;225
CMHJGECF_01878;37;20;350;381;32
CMHJGECF_01879;4226;2060;27107;21629;3269
CMHJGECF_01880;250;149;1595;1275;185
CMHJGECF_01881;682;444;3335;3764;544
CMHJGECF_01882;189;123;881;1014;189
CMHJGECF_01883;332;240;1565;1840;299
CMHJGECF_01884;1278;805;6145;5444;1047
CMHJGECF_01885;186;141;1254;1099;174
CMHJGECF_01886;251;130;1345;1128;197
CMHJGECF_01887;145;124;1005;859;168
CMHJGECF_01888;53;42;522;620;56
CMHJGECF_01889;117;71;883;923;96
CMHJGECF_01890;171;95;1380;1122;166
CMHJGECF_01891;197;138;2030;1911;192
CMHJGECF_01892;93;74;2009;2641;89
CMHJGECF_01893;29;41;2106;2569;73
CMHJGECF_01894;546;329;4042;2980;476
CMHJGECF_01895;591;344;3266;3582;506
CMHJGECF_01896;369;234;2269;2291;326
CMHJGECF_01897;408;324;3936;4517;421
CMHJGECF_01898;425;237;3280;3124;335
CMHJGECF_01899;271;208;3689;3862;287
CMHJGECF_01900;51;27;482;643;39
CMHJGECF_01901;165;150;1784;2251;208
CMHJGECF_01902;182;117;2514;2109;144
CMHJGECF_01903;361;245;3124;2761;298
CMHJGECF_01904;258;171;2125;2198;220
CMHJGECF_01905;232;200;2781;2824;226
CMHJGECF_01906;21;23;407;536;38
CMHJGECF_01907;112;105;1287;1172;128
CMHJGECF_01908;104;78;688;690;100
CMHJGECF_01909;452;463;8077;10716;565
CMHJGECF_01910;136;105;1247;894;142
CMHJGECF_01911;125;66;557;418;83
CMHJGECF_01912;189;139;2635;2244;178
CMHJGECF_01913;772;374;3716;2506;551
